Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
240,:art: Refactor site position avatar tests,0.51879126,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),"Also, exercise getRemoteEditors via an integration test to ensure we interact with teletype-client correctly. Co-authored-by: Jason Rudolph jason@jasonrudolph.com",0
241,Move package outdated notice into popover,0.5715952,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Guests can use the fuzzy-finder to browse to open buffers on the host.,0
242,:fire: Remove unused instance variable,0.29614908,Properly dispose of portals when deactivating the package (#279),"Previously we used to show the empty portal pane item to indicate when the leader was doing something else. Now that guests can switch to an arbitrary open buffer on the host, this behavior adds extra complexity without providing the same value as before.",0
243,:memo: Tweak formatting for easily-linkable section headings,0.44089782,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (https://github.com/atom/teletype/pull/332)",,0
244,Remove label from data returned by getRemoteEditors(),0.40390518,Properly dispose of portals when deactivating the package (#279),,0
245,Merge branch 'master' into status-bar-indicator,0.3072756,"Teletype 0.13.0 makes it easier to know which cursor belongs to which collaborator. When displaying a collaborator's cursor, Teletype now shows the collaborator's cursor color next to their avatar. (#365)",Close remote buffers on guest when host closes portal,0
246,✅ Add test for attempting to join a closed portal via URL,0.53557944,Prevent unnecessary console error when sharing a portal (#311),,0
247,Fix https://github.com/atom/real-time/issues/141,0.43951392,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (https://github.com/atom/teletype/pull/326),"This fixes a regression introduced in the previous commit that was causing notification to not appear when host closed the portal or lost the connection. Specifically, these notifications were not appearing because GuestPortalBinding interpreted closing remote tabs as being a user-initiated action, instead of as a result of the host tearing down their portal. Thus, when the last tab was being closed the guest would mistakenly leave the portal instead of being kicked out of it. With this commit we rely on when editorBinding.onDidDispose is fired to determine if the editor was destroyed manually or by the host. In particular, if onDidDispose is called before actually destroying the pane item associated with the editor, it means that EditorProxy.dispose was called first and the host wanted to tear down that particular editor. Otherwise, if we haven't processed the binding onDidDispose event when an editor is destroyed it means the editor was destroyed by the user.",0
248,Delete stray logging,0.41829515,Properly dispose of portals when deactivating the package (#279),Co-authored-by: Jason Rudolph jason@jasonrudolph.com,0
249,:arrow_up: @atom/real-time-server and @atom/real-time-client,0.4688205,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Co-authored-by: Jason Rudolph jason@jasonrudolph.com,0
250,Merge pull request #356 from CaptainJohnyAppleSeed/patch-2,0.52236855,Prevent unnecessary console error when sharing a portal (#311),Co-authored-by: Jason Rudolph jason@jasonrudolph.com,0
251,:art: Extract function,0.22464086,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (https://github.com/atom/teletype/pull/332)","We can only open local editors for which a remote editor already exists, so it makes sense to expose editors instead of remote buffers. In the future we may want to decouple remote editors from local editors (e.g. if we want to allow opening arbitrary files that aren't necessarily in the host's workspace), but we will probably expose a different API for that when that time comes.",0
252,Make SitePositionsComponent invisible to clicks,0.44698158,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (https://github.com/atom/teletype/pull/326),Co-authored-by: Antonio Scandurra as-cii@github.com,0
253,:memo: Mention priority of buddy list relative to audio support,0.30552322,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
254,Always use findPortalId when reading user input,0.3270317,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (https://github.com/atom/teletype/pull/323),Improve diagnostics for package initialization errors,0
255,Move sign-in error handling into authentication provider,0.45359355,Improve UX of the sign-in form (#248),Co-authored-by: Antonio Scandurra as-cii@github.com,0
256,Show notifications to host when sites join or leave,0.48523033,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",Co-authored-by: Antonio Scandurra as-cii@github.com,0
257,Update mockups,0.51889133,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
258,"Split into two RFCs: One for portal URLs & one for the ""buddy list""",0.59513104,"URLs are pretty great. And now your portals have URLs, too.",Force stats collection to be disabled,0
259,Merge pull request #181 from atom/menu-commands,0.43725002,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
260,Prevent guest from splitting remote editors,0.49844933,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (https://github.com/atom/teletype/pull/323),,0
261,Merge pull request #114 from atom/as-jr-max-height,0.3686306,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),"Squashed commit of the following: commit 30b14a4ea9a889841d6cd5674918325bbd094f25 Author: Jason Rudolph jason@jasonrudolph.com Date:   Mon Jan 22 17:43:24 2018 -0500 Tweak error message formatting  commit 51087458a3f6646d9093b464cec046e8006779a9 Author: Vermeiren Rémy vermeiren.remy@gmail.com Date:   Mon Jan 22 20:45:47 2018 +0100 remove incorrect scenario  commit e114a5dbe7a7516cb365ae1f75a9a7ec74f8daaf Author: Vermeiren Rémy vermeiren.remy@gmail.com Date:   Mon Jan 22 20:37:33 2018 +0100 update test  commit fef7fdec6e12525acfb2d60495059cf67e44819b Author: Vermeiren Rémy vermeiren.remy@gmail.com Date:   Mon Jan 22 20:32:32 2018 +0100 trying to make test more clear and generic  commit 31e2c461c49c737d3c3ca809ccc1242a42a0611a Author: Vermeiren Rémy vermeiren.remy@gmail.com Date:   Mon Jan 22 20:24:07 2018 +0100 fix test issues with isEquals  commit df6b6e71758e1a1e9fc89da19f9f4be029e3dc8e Author: Vermeiren Rémy vermeiren.remy@gmail.com Date:   Mon Jan 22 20:17:57 2018 +0100 fix error in test  commit 87b28113e57bb2172e8dacc9ee7703ba311cae0f Author: Vermeiren Rémy vermeiren.remy@gmail.com Date:   Mon Jan 22 20:05:47 2018 +0100 remove some fail test because i think it's unconsistent  commit 0f0ac8554852ff56d53235df3dba01b7659def5a Author: Vermeiren Rémy vermeiren.remy@gmail.com Date:   Mon Jan 22 19:58:36 2018 +0100 fix pull request issue with lint, delete not used code and edit test to fit the new behaviour  commit f6f24c63127ad3539db30d5e83b06cfd3519821e Author: Vermeiren Rémy vermeiren.remy@gmail.com Date:   Mon Jan 22 15:16:28 2018 +0100 remove error alert when no internet and add error description in the popover",0
262,Resolve Pusher timeout,0.4594946,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (https://github.com/atom/teletype/pull/326),Add CHANGELOG.md linking to Releases page,0
263,Prepare 0.13.4 release,0.56047964,Also in this release:,,0
264,:memo: Adjust markdown formatting to fix rendering issue,0.40213126,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (https://github.com/atom/teletype/pull/332)",Use atom/ci's recommended commands for fetching & running the build script,0
265,Update README to reflect dependency on Atom 1.21 or newer,0.6008215,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),/xref https://github.com/atom/teletype/pull/302#pullrequestreview-88967780,0
266,Close empty portal pane item when host disconnects,0.6170402,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
267,Update to match new history provider contract in Atom 1.25,0.61999846,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
268,"Remove ""Share Portal"" command when user is already hosting a portal",0.6491734,Prevent unnecessary console error when sharing a portal (#311),Add Atom dev channel to build matrix,0
269,Merge pull request #74 from atom/handle-client-connection-errors,0.5178695,Prevent unnecessary console error when sharing a portal (#311),,0
270,Remove invitation button from popover,0.4521828,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
271,Move and update github mark,0.4787904,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),Update for compatibility with Atom 1.25,0
272,Make checkbox label wrap nicer,0.38046598,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (https://github.com/atom/teletype/pull/332)",,0
273,Fixes https://github.com/atom/real-time/issues/139,0.4501788,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (https://github.com/atom/teletype/pull/326),The buffer does more than just push changes now that undo: skip no longer works as desired. It also creates checkpoints and groups changes. We don't want to do any of this when relaying changes from a remote site to the editor.,0
274,Enable simultaneous participation as a host and a guest,0.46361053,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),We need to have the groupLastChanges method and also account for the fact that undo: 'skip' does not prevent changes from being pushed to the history. We keep undo: skip for now so we remain compatible with older versions of Atom. Signed-off-by: Antonio Scandurra as-cii@github.com,0
275,Add antenna icon to JoinPortalDialog,0.44011056,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
276,Remove unnecessary awaiting in setActiveEditorProxy,0.36461458,Properly dispose of portals when deactivating the package (#279),,0
277,Remove obsolete CSS,0.34252208,Properly dispose of portals when deactivating the package (#279),,0
278,Merge pull request #63 from atom/clear-remote-selections-tail-after-text-changes,0.41414368,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
279,Update 002-update-buffer-titles-in-guest.md,0.5465835,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),"Provide ""reload"" button when displaying initialization error",0
280,Merge pull request #116 from atom/incorporate-identity-in-remote-buffer-tab-title,0.41805995,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
281,Display avatar for sites viewing non-portal items,0.67435515,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.","We don't need to fully reload Atom to recover from an initialization error. Instead, we can deactivate the package and reactivate it.",0
282,Delete obsolete host cursor following code,0.57430315,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
283,Remove unnecessary complexity from PortalListComponent,0.60565823,Properly dispose of portals when deactivating the package (#279),Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
284,Read base URL and pusher key from atom.config instead of process.env,0.46627337,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (https://github.com/atom/teletype/pull/323),Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
285,Update package-lock.json,0.43316507,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
286,Color status bar indicator as red when an initialization error occurs,0.48426127,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
287,Delete obsolete tests,0.49326146,Properly dispose of portals when deactivating the package (#279),,0
288,⬆️ real-time-client and real-time-server,0.50608695,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",This new method will later be exposed as a service so that clients like fuzzy-finder can use the data stored in a teletype session. Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
289,Add tests for trimming,0.36876088,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)","When initialization fails, it seems to often be a due to a slow network connection or a delay in DNS name resolution. Retrying often seems to resolve the problem. So, let's provide an even easier way to reload Atom.",0
290,"👕 Resolve a ""no-unused-vars"" violation",0.3490943,Improve UX of the sign-in form (#248),Update RFC-001 to remove extraneous step,0
291,Prefill issue content for reporting package initialization errors,0.71897227,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",,1
292,Add GithubAuthenticationProvider to handle login flow,0.42491585,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),Show site position avatars inside remote pane items,0
293,Show more descriptive message to guest when losing connection to host,0.51963085,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
294,Implement KeytarPasswordManager,0.3368734,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
295,Preserve history when closing portals,0.5286993,Properly dispose of portals when deactivating the package (#279),Close/leave portals when deactivating TeletypePackage,0
296,Add PopoverComponent and make PortalListComponent one of its children,0.4026854,Prevent unnecessary console error when sharing a portal (#311),"Previously, deactivating the TeletypePackage would only dispose the bindings without tearing down the associated portal instances. This would cause the disposed bindings to keep receiving messages from e.g. Portal or EditorProxy and would throw errors because the binding methods were called while being in a inconsistent/disposed state. This commit addresses the exceptions we were observing in the DevTools when running tests locally by closing/leaving all the portals managed by PortalBindingManager when tearing down the package.",0
297,Inject authTokenProvider dependency into RealTimeClient,0.380001,"With Teletype 0.3.0, you can now share and edit multiple files simultaneously during your real-time coding sessions. (#262)",,0
298,:fire: Remove unused require statements,0.33712393,Properly dispose of portals when deactivating the package (#279),Save buffer on the host when attempting to save it on the guest,0
299,:fire: Remove dead code,0.4737604,Properly dispose of portals when deactivating the package (#279),,0
300,Extract global test env setup into test/setup.js,0.28426072,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",Show updates panel when there is a breaking protocol change,0
301,:memo: Propose MVP for presenting list of past collaborators,0.37912706,Invite coworkers or friends to collaborate by sending them your portal URL. Collaborators can follow that link to join your portal and start coding together with you in real time. 👩‍💻:atom:🔗:atom:👨‍💻,Sign-in button is now disabled when token is empty or whitespace,0
302,Increase top margin for avatars displayed in upper-right corner,0.7050843,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,1
303,Update commands in README.md,0.39362007,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),,0
304,Remove selected button state,0.45831746,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (https://github.com/atom/teletype/pull/326),,0
305,Fix Cannot find module event-kit error,0.49046925,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",,0
306,Rename PortalStatusBarIndicator.detach to destroy,0.666477,Properly dispose of portals when deactivating the package (#279),Use the existing integration test to verify that signing in with an invalid token will disable the sign-in button and clear the token text.,0
307,"Resolve ""D-Bus library"" warning on Travis CI",0.3462278,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",,0
308,Change server URL to api.tachyon.atom.io,0.49384075,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
309,:art: Streamline tests related to fetching portal ID from clipboard,0.38088092,"Improve handling (hopefully 🤞) of potential race condition when joining a portal with poor network connectivity (#233, https://github.com/atom/teletype-client/pull/58)","To eliminate the need to wire up an observer multiple times 1, always render the login element, but set it to display: none when the signing in. Also, fix the failing test 2 by clearing the text when sign-in fails.",0
310,Add template for RFCs,0.37668112,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (https://github.com/atom/teletype/pull/323),,0
311,:art: Rename showSharingInstructions prop to isConnectionInfoVisible,0.4283937,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
312,Merge master into use-npm-modules,0.3815937,"With Teletype 0.3.0, you can now share and edit multiple files simultaneously during your real-time coding sessions. (#262)",,0
313,✅ Add test demonstrating that a user can only host 1 portal at a time,0.5476906,Prevent unnecessary console error when sharing a portal (#311),,0
314,:arrow_up: teletype-client@0.33.0,0.55470437,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Allow guests to collaborate on multiple remote buffers (Part 1),0
315,Port participant positions logic into GuestPortalBinding,0.40855557,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),,0
316,Simplify disposal logic in GuestPortalBinding,0.46924973,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)","When the guest closes the last remote editor or the portal's empty pane item, leave the portal. Prior to this change, if the guest closes the last remote editor, the guest would be in limbo: they're still in the portal, but they don't see any remote editors. Their only remedy was to manually leave and re-join the portal. In an upcoming release, we hope to integrate the guest's fuzzy finder with the portal. Once that functionality is in place: - If the guest closes the last remote editor, the guest could use the   fuzzy finder to open any of the available remote editors, thus   preventing the limbo state described above - Because of this, we could remove the behavior implemented in this   commit (i.e., we would no longer have to leave the portal when the   guest closes the last remote editor)",0
317,Add hostGitHubUsername to data returned from getRemoteEditors(),0.54186666,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),,0
318,Prepare 0.2.2 release,0.55677825,Also in this release:,,0
319,Teach CI to lint JavaScript files in test dir,0.25750566,"With Teletype 0.3.0, you can now share and edit multiple files simultaneously during your real-time coding sessions. (#262)",,0
320,Merge pull request #130 from atom/depend-on-keytar-bundled-with-atom,0.48396236,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),"Prior to this change, if I host split an editor and then closed one of the two tabs for the editor, the remote editor on the host would have its title changed to ""untitled"". With this change, we keep track of how many remote editors we have for a remote buffer. When we deremotify the last editor for the buffer, we deremotify the buffer as well.",0
321,🐛🔨 Fix issue with onclick event for copying portal ID,0.4890223,Prevent unnecessary console error when sharing a portal (#311),,0
322,Delete obsolete following code,0.4984331,Properly dispose of portals when deactivating the package (#279),,0
323,Merge pull request #86 from atom/cleanup-tests,0.46155268,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
324,Show active position of other collaborators,0.5113577,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
325,Update for 2D tachyon,0.4302307,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
326,WIP: Dynamically populate host portal participants,0.48229113,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
327,:memo: Include a bit more detail to describe the motivation,0.22620761,Invite coworkers or friends to collaborate by sending them your portal URL. Collaborators can follow that link to join your portal and start coding together with you in real time. 👩‍💻:atom:🔗:atom:👨‍💻,,0
328,Merge pull request #279 from atom/fix-uncaught-errors,0.45845786,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),"This prevents a bug that was previously causing followers to disconnect their tether when the leader rapidly switched among tabs and destroyed them before followers had the chance to download the remote editors/buffers associated with them. In particular, followers would receive two messages indicating that the leader wanted to switch to a new tab and that they wanted to close the previous one. When trying to download the editor associated with the new tab, the guest would find out that such editor did not exist anymore and, therefore, would skip that message and only process the second message indicating that the old editor needed to be removed. In doing so, it would remove the old editor from the workspace and call portal.activateEditorProxy with the editor proxy associated with the newly active pane item in the workspace. In turn, this would cause the follower to disconnect their tether, even if the two peers did not really want to start browsing tabs on their own. With this commit we are explicitly preventing this problem from happening by not relaying active editor changes to portal when such changes happen as a result of an update to the workspace caused by the leader while the tether is retracted.",0
329,Merge pull request #216 from atom/wl-deactivation,0.48848712,Properly dispose of portals when deactivating the package (#279),,0
330,RFC-002: Correcting Lint errors on 'Code Block' empty lines.,0.38234603,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟","This will prevent ""Workspace can only contain one instance of object"" errors if the leader switches to a remote editor that has been moved into a pane that is inactive when updateTether gets called.",0
331,"Suppress ""'marker' is assigned a value but never used",0.26242998,Properly dispose of portals when deactivating the package (#279),"This will prevent ""Workspace can only contain one instance of object"" errors if the leader switches to a remote editor that has been moved into a pane that is inactive when updateTether gets called.",0
332,Update config property name to match its title,0.4525475,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),,0
333,Adjust order of actions and assertions in JoinPortalComponent test,0.2438912,Improve positioning of collaborator avatars for workspaces with multiple panes (#283),,0
334,Demonstrate proof-of-concept for joining portal via URL,0.49211562,Invite coworkers or friends to collaborate by sending them your portal URL. Collaborators can follow that link to join your portal and start coding together with you in real time. 👩‍💻:atom:🔗:atom:👨‍💻,,0
335,Dispose of HostPortal instance when disposing of package,0.6061277,Properly dispose of portals when deactivating the package (#279),,0
336,Merge branch 'master' into popover,0.28615296,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (https://github.com/atom/teletype/pull/323),,0
337,Defer observing active pane item until status bar has been activated,0.34172145,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (https://github.com/atom/teletype/pull/326),,0
338,Prepare 0.7.0 release,0.4817838,Also in this release:,,0
339,Be slightly less lazy,0.36628938,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
340,Merge pull request #188 from atom/better-package-json,0.44817752,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
341,Don't scroll host's editor based on guest's cursor,0.5239229,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
342,Merge pull request #110 from atom/rapidly-switching-host-tabs-bug,0.47441405,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
343,:arrow_up: real-time-client and real-time-server,0.37183875,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",This will be used later in HostPortalBinding to show positions for every participant also for host portals. Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
344,Implement BufferBinding.serialize,0.5210493,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",Signed-off-by: Jason Rudolph jasonrudolph@github.com,0
345,Fix colorForSiteId lookup,0.42115593,"Improve handling (hopefully 🤞) of potential race condition when joining a portal with poor network connectivity (#233, https://github.com/atom/teletype-client/pull/58)",,0
346,Merge branch 'master' into fuzzy-finder-support,0.49513757,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (https://github.com/atom/teletype/pull/323),,0
347,:arrow_up: real-time-client@v0.20.1,0.41512644,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
348,Refine authentication workflow,0.38007486,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),,0
349,Normalize buffer URI to guest's platform,0.4897481,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
350,"Allow host to close portal via new ""Close Portal"" command",0.66545963,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
351,Extract HostPortalBinding class,0.4384418,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
352,Depend on atom/teletype-client's fuzzy-finder-support branch,0.62623274,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (https://github.com/atom/teletype/pull/323),,0
353,Fix intermittent test failure,0.5310105,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",,0
354,added conditional assertions,0.20326048,Also in this release:,,0
355,:arrow_up: real-time-client & real-time-server,0.3706793,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
356,"Also show ""Leave Portal"" command when ""host is doing something else""",0.6636214,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
357,Merge pull request #252 from atom/add-standard-linter,0.5241238,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
358,Remove redundant message,0.43400544,Properly dispose of portals when deactivating the package (#279),"As of 4b3379cf117ae038f6ddf7481a09f22a63f93530, this functionality lives in GuestPortalBinding.",0
359,Remove obsolete CSP workaround,0.5171345,Properly dispose of portals when deactivating the package (#279),,0
360,:art: Use more descriptive variable name,0.28586394,"Teletype 0.13.0 makes it easier to know which cursor belongs to which collaborator. When displaying a collaborator's cursor, Teletype now shows the collaborator's cursor color next to their avatar. (#365)",,0
361,Tweak copy harder,0.40297905,"With Teletype 0.3.0, you can now share and edit multiple files simultaneously during your real-time coding sessions. (#262)",,0
362,Be more selective about Slack build notifications,0.4013055,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (https://github.com/atom/teletype/pull/326),,0
363,Show spinner while waiting for host portal to be created,0.41496915,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
364,Catch and display exceptions when sharing a portal,0.7172178,Prevent unnecessary console error when sharing a portal (#311),,1
365,Remove host's portal status bar icon when host closes portal,0.6832986,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
366,Search among all panes before opening a new remote editor,0.45906422,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (https://github.com/atom/teletype/pull/323),,0
367,Add Atom dev channel to build matrix,0.32712507,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
368,Implement BufferBinding.revertToCheckpoint,0.52044785,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
369,Share editors and their selections,0.48192334,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (https://github.com/atom/teletype/pull/332)",,0
370,:green_heart: Fix build,0.39229828,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",,0
371,Merge pull request #158 from atom/fix-copy-button-rendering,0.4641113,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
372,Rename GuestPortalBindingRegistry to PortalBindingManager,0.5738677,Update guest workspaces when host renames a shared file (https://github.com/atom/teletype/issues/147),,0
373,Use wget instead of curl in script/cibuild,0.3517322,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (https://github.com/atom/teletype/pull/326),,0
374,Merge pull request #270 from atom/save-requests,0.42317677,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
375,:art: Inline method,0.3250874,Improve UX of the sign-in form (#248),,0
376,"👕 Fix ""'credentialCache' is assigned a value but never used""",0.28783488,Prevent unnecessary console error when sharing a portal (#311),,0
377,Style PackageOutdatedComponent,0.48540124,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),This is a temporary stopgap measure until Atom supports batched marker update events.,0
378,Activate package in specs,0.45785618,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)",,0
379,Open pane item only if it isn't already the active one,0.359285,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (https://github.com/atom/teletype/pull/319)",,0
380,Merge pull request #10 from atom/jr-readme-updates,0.46967018,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),Add RFC: Allow guests to view multiple remote buffers,0
381,Validation occurs internally,0.32866955,"Improve experience and help users report diagnostics for debugging package initialization errors (#317, #309)","Add ""Verification Process"" section to pull request template",0
382,Merge pull request #304 from atom/use-recommended-atom-ci-build-commands,0.52353644,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
383,:memo: Incorporate @simuarai's mockups and scenarios,0.39292723,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (https://github.com/atom/teletype/pull/332)",,0
384,Merge pull request #73 from atom/fix-reopening-closed-item,0.42109135,Offer to reload the package when initialization fails due to network connectivity issues (#287),,0
385,Dispose BufferFile when disposing BufferBinding,0.4165561,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
